protocol,ip,port,url,anonymity,https,latency_ms,latency_median_ms,uptime_24h,uptime_7d,checks_7d,exit_ip,exit_shared,country,region,city,timezone,asn,asn_org,sources_count,first_seen,last_checked
http,170.245.132.81,999,http://170.245.132.81:999,transparent,true,7940,4793,28,22.8,426,170.245.132.81,1,py,Paraguarí,Carapeguá,America/Asuncion,270096,"MACHADO BAEZ, NERY JAVIER (LOCAL NET PARAGUAY)",12,2025-10-05T03:51:09.001Z,2026-09-19T04:25:49.234Z
